Classifier,Accuracy,Precision,Recall,F1_Score,AUC_Score,CV_Score,Best_Params,Supports_Probability
Naive_Bayes_Gaussian,0.27586206896551724,0.22988505747126434,0.27586206896551724,0.20877898519722768,0.4215219976218787,0.41739130434782606,{'clf__var_smoothing': 1e-09},True
LDA,0.2413793103448276,0.23242274966412899,0.2413793103448276,0.2358374384236453,0.44649227110582645,0.43478260869565216,"{'clf__shrinkage': 0.9, 'clf__solver': 'lsqr'}",True
KNN_Cosine,0.5517241379310345,0.5552072448624172,0.5517241379310345,0.5525883674704002,0.7247324613555292,0.4608695652173913,"{'clf__n_neighbors': 10, 'clf__weights': 'distance'}",True
