meanDiff_a0,meanSum_a0,varianceDiff_a0,varianceSum_a0,mean_a0,correlation_a0,contrast_a0,homogeneity_a0,energy_a0,entropy_a0,shadowness_a0,prominence_a0,meanDiff_a45,meanSum_a45,varianceDiff_a45,varianceSum_a45,mean_a45,correlation_a45,contrast_a45,homogeneity_a45,energy_a45,entropy_a45,shadowness_a45,prominence_a45,meanDiff_a90,meanSum_a90,varianceDiff_a90,varianceSum_a90,mean_a90,correlation_a90,contrast_a90,homogeneity_a90,energy_a90,entropy_a90,shadowness_a90,prominence_a90,meanDiff_a135,meanSum_a135,varianceDiff_a135,varianceSum_a135,mean_a135,correlation_a135,contrast_a135,homogeneity_a135,energy_a135,entropy_a135,shadowness_a135,prominence_a135,class
0.0023490958840233778,353.11257844066665,56.53738315813857,22591.600770049627,176.55628922033333,0.9950073261849844,56.53738315813857,0.4323659949729438,0.0011477769689921986,10.474195706980742,1395.9151118976154,487153.1973693302,0.0017465575416927281,353.5650543128739,103.2576483251986,22421.123544147955,176.78252715643694,0.9908314774605438,103.2576483251986,0.44534503720820057,0.0011729188094537172,10.544489157092864,6022.051152446537,1380951.1662569952,-0.0006024838164930824,352.99245356037153,55.51146881798707,22630.85248843543,176.49622678018576,0.9951061819406026,55.51146881798707,0.43674567877967707,0.0011621484881266598,10.455512684864328,4615.566063070531,902594.7286743199,-0.0029557127628646596,353.5650609202795,103.83773981233529,22420.53880551413,176.78253046013975,0.9907799676849278,103.83773981233529,0.44518263891204546,0.0011727872961135076,10.545407742292575,3282.197686421799,1396408.382511309,sano
0.002307304852378733,353.39372870581974,58.353188280996754,22536.583719972125,176.69686435290987,0.994834843884009,58.353188280996754,0.43249320176400735,0.0011989527468582852,10.424799277866821,1943.8339477587808,564010.5721199708,0.0032948929159801743,353.84731166691626,107.75471343867049,22362.65928412862,176.92365583345813,0.99040919197569,107.75471343867049,0.4453609944995215,0.0012247904306976604,10.493085996304092,6162.780649177261,1539462.5321819282,0.0009872818744723344,353.2746512630172,57.96105526296097,22574.565352199483,176.6373256315086,0.9948780746594955,57.96105526296097,0.43660739558195727,0.0012101935825212992,10.412920985592859,4252.527238113309,986778.4765953049,-0.0013126712419279096,353.8473160718533,107.62830087845003,22362.782641331007,176.92365803592665,0.9904204421400836,107.62830087845003,0.445548951281927,0.001226629104249232,10.492976524461504,2549.210545866401,1563036.8757030761,sano
0.0,0.0011173602144979686,0.28380949448248405,0.28380824598863513,0.0005586801072489843,-2.19953281879326e-06,0.28380949448248405,0.9999956181952372,0.9999824039212868,0.0001736481986471722,0.0,18310.25334603194,0.0,0.0011188540115761746,0.28418891894034837,0.28418766710604915,0.0005594270057880873,-2.202473377216623e-06,0.28418891894034837,0.9999956123372095,0.9999823803973117,0.00017386336899301161,0.0,18334.732294355515,0.0,0.001117013791162398,0.28372150295524906,0.2837202552354394,0.000558506895581199,-2.1988508801270773e-06,0.28372150295524906,0.9999956195537603,0.9999824093766824,0.00017359829570556996,0.0,18304.57648466085,0.0,0.0011188540115761746,0.28418891894034837,0.28418766710604915,0.0005594270057880873,-2.202473377216623e-06,0.28418891894034837,0.9999956123372095,0.9999823803973117,0.00017386336899301161,0.0,18334.732294355515,sano
0.0,0.0011173602144979686,0.28380949448248405,0.28380824598863513,0.0005586801072489843,-2.19953281879326e-06,0.28380949448248405,0.9999956181952372,0.9999824039212868,0.0001736481986471722,0.0,18310.25334603194,0.0,0.0011188540115761746,0.28418891894034837,0.28418766710604915,0.0005594270057880873,-2.202473377216623e-06,0.28418891894034837,0.9999956123372095,0.9999823803973117,0.00017386336899301161,0.0,18334.732294355515,0.0,0.001117013791162398,0.28372150295524906,0.2837202552354394,0.000558506895581199,-2.1988508801270773e-06,0.28372150295524906,0.9999956195537603,0.9999824093766824,0.00017359829570556996,0.0,18304.57648466085,0.0,0.0011188540115761746,0.28418891894034837,0.28418766710604915,0.0005594270057880873,-2.202473377216623e-06,0.28418891894034837,0.9999956123372095,0.9999823803973117,0.00017386336899301161,0.0,18334.732294355515,sano
0.0,0.0011173602144979686,0.28380949448248405,0.28380824598863513,0.0005586801072489843,-2.19953281879326e-06,0.28380949448248405,0.9999956181952372,0.9999824039212868,0.0001736481986471722,0.0,18310.25334603194,0.0,0.0011188540115761746,0.28418891894034837,0.28418766710604915,0.0005594270057880873,-2.202473377216623e-06,0.28418891894034837,0.9999956123372095,0.9999823803973117,0.00017386336899301161,0.0,18334.732294355515,0.0,0.001117013791162398,0.28372150295524906,0.2837202552354394,0.000558506895581199,-2.1988508801270773e-06,0.28372150295524906,0.9999956195537603,0.9999824093766824,0.00017359829570556996,0.0,18304.57648466085,0.0,0.0011188540115761746,0.28418891894034837,0.28418766710604915,0.0005594270057880873,-2.202473377216623e-06,0.28418891894034837,0.9999956123372095,0.9999823803973117,0.00017386336899301161,0.0,18334.732294355515,sano
0.002349095884023489,354.19552923942524,58.29846602975432,22778.03416358051,177.09776461971262,0.9948942356922746,58.29846602975432,0.4333626982404304,0.001143917348226512,10.481217191205065,1917.487109026086,563515.635506327,0.003041609035406845,354.6493163537693,110.3076073252736,22601.641442744178,177.32465817688464,0.9902863812275957,110.3076073252736,0.4470316859135856,0.0011734268351568074,10.538959951872176,5654.816680990218,1552852.6457584784,0.0006926365043624094,354.07516755206865,60.70288924372779,22813.997566750877,177.03758377603432,0.9946925740635989,60.70288924372779,0.43795211411418816,0.0011607466774557458,10.455488822966574,3730.6284318918715,999036.5653226823,-0.0016584588006237633,354.6493163537693,110.62913018170482,22601.31991757877,177.32465817688464,0.9902580681253632,110.62913018170482,0.4471745709487973,0.0011728202541768419,10.540417618119305,1959.2706970529898,1574219.342235868,sano
0.0,0.0011173602144979686,0.28380949448248405,0.28380824598863513,0.0005586801072489843,-2.19953281879326e-06,0.28380949448248405,0.9999956181952372,0.9999824039212868,0.0001736481986471722,0.0,18310.25334603194,0.0,0.0011188540115761746,0.28418891894034837,0.28418766710604915,0.0005594270057880873,-2.202473377216623e-06,0.28418891894034837,0.9999956123372095,0.9999823803973117,0.00017386336899301161,0.0,18334.732294355515,0.0,0.001117013791162398,0.28372150295524906,0.2837202552354394,0.000558506895581199,-2.1988508801270773e-06,0.28372150295524906,0.9999956195537603,0.9999824093766824,0.00017359829570556996,0.0,18304.57648466085,0.0,0.0011188540115761746,0.28418891894034837,0.28418766710604915,0.0005594270057880873,-2.202473377216623e-06,0.28418891894034837,0.9999956123372095,0.9999823803973117,0.00017386336899301161,0.0,18334.732294355515,sano
0.0021225445019496525,354.04984790264007,56.73980893084147,22648.71650349171,177.02492395132003,0.9950020992179006,56.73980893084147,0.43293366055544424,0.0011377369639881166,10.486703024203944,1383.8800448897223,509977.10915316193,0.0026649869173369645,354.5038587248589,104.44505011797706,22476.31350870749,177.25192936242945,0.990749199160344,104.44505011797706,0.4450306479928378,0.0011561966302104164,10.566552608264391,5956.033430079286,1477876.7098322953,0.0005453138193076135,353.92995356037153,56.662059053885294,22686.893476025143,176.96497678018576,0.995017308620322,56.662059053885294,0.43624263987237105,0.001147787348146206,10.477929333658716,4514.967587751526,973794.3806822046,-0.0015813724021884745,354.50384991498476,105.3286410429451,22475.436098173606,177.25192495749238,0.9906709411962414,105.3286410429451,0.4450839553499725,0.001156391020229009,10.566434383921667,3105.7427558488807,1485034.0624083509,sano
0.002247917596883642,355.15003200313214,57.663563944959485,22908.35792295721,177.57501600156607,0.9949783584433295,57.663563944959485,0.4331656837346268,0.0011405355631276665,10.479945481589121,1569.1753210932095,535342.2303091425,0.002678201728497309,355.60579777814974,109.72234523981953,22730.7856533357,177.80289888907487,0.9903923025489002,109.72234523981953,0.4465276481608488,0.0011656601502218946,10.543633703687401,6235.246638759577,1660248.754738296,0.00043317267098236245,355.0300824127497,60.91943189440478,22943.22200746401,177.51504120637486,0.9947036117774666,60.91943189440478,0.43730666958734504,0.001154186876202787,10.456350160979477,4578.506630874685,1125524.1930159885,-0.0018148340660212314,355.60579777814974,110.36954009060236,22730.138444744312,177.80289888907487,0.9903356317500528,110.36954009060236,0.44650485334252155,0.0011656176533230232,10.542249406230358,2989.0544879829304,1662894.455142978,sano
0.0,0.0011173602144979686,0.28380949448248405,0.28380824598863513,0.0005586801072489843,-2.19953281879326e-06,0.28380949448248405,0.9999956181952372,0.9999824039212868,0.0001736481986471722,0.0,18310.25334603194,0.0,0.0011188540115761746,0.28418891894034837,0.28418766710604915,0.0005594270057880873,-2.202473377216623e-06,0.28418891894034837,0.9999956123372095,0.9999823803973117,0.00017386336899301161,0.0,18334.732294355515,0.0,0.001117013791162398,0.28372150295524906,0.2837202552354394,0.000558506895581199,-2.1988508801270773e-06,0.28372150295524906,0.9999956195537603,0.9999824093766824,0.00017359829570556996,0.0,18304.57648466085,0.0,0.0011188540115761746,0.28418891894034837,0.28418766710604915,0.0005594270057880873,-2.202473377216623e-06,0.28418891894034837,0.9999956123372095,0.9999823803973117,0.00017386336899301161,0.0,18334.732294355515,sano
