Classifier,Accuracy,Precision,Recall,F1_Score,AUC_Score,CV_Score,Best_Params,Supports_Probability
KNN_Fine,0.5172413793103449,0.564039408866995,0.5172413793103449,0.48745557291284425,0.6848989298454222,0.5304347826086957,"{'clf__n_neighbors': 2, 'clf__weights': 'uniform'}",True
KNN_Minkowski,0.4482758620689655,0.4453822040028937,0.4482758620689655,0.43006418868487833,0.6545778834720571,0.5043478260869566,"{'clf__n_neighbors': 15, 'clf__p': 2, 'clf__weights': 'distance'}",True
KNN_Weighted,0.4482758620689655,0.4453822040028937,0.4482758620689655,0.43006418868487833,0.6545778834720571,0.5043478260869566,"{'clf__n_neighbors': 15, 'clf__weights': 'distance'}",True
KNN_Medium,0.4482758620689655,0.4453822040028937,0.4482758620689655,0.43006418868487833,0.6545778834720571,0.5043478260869566,"{'clf__n_neighbors': 15, 'clf__weights': 'distance'}",True
