glcm_d1_a0_contrast,glcm_d1_a0_correlation,glcm_d1_a0_energy,glcm_d1_a0_homogeneity,glcm_d1_a45_contrast,glcm_d1_a45_correlation,glcm_d1_a45_energy,glcm_d1_a45_homogeneity,glcm_d1_a90_contrast,glcm_d1_a90_correlation,glcm_d1_a90_energy,glcm_d1_a90_homogeneity,glcm_d1_a135_contrast,glcm_d1_a135_correlation,glcm_d1_a135_energy,glcm_d1_a135_homogeneity,glcm_d3_a0_contrast,glcm_d3_a0_correlation,glcm_d3_a0_energy,glcm_d3_a0_homogeneity,glcm_d3_a45_contrast,glcm_d3_a45_correlation,glcm_d3_a45_energy,glcm_d3_a45_homogeneity,glcm_d3_a90_contrast,glcm_d3_a90_correlation,glcm_d3_a90_energy,glcm_d3_a90_homogeneity,glcm_d3_a135_contrast,glcm_d3_a135_correlation,glcm_d3_a135_energy,glcm_d3_a135_homogeneity,glcm_d7_a0_contrast,glcm_d7_a0_correlation,glcm_d7_a0_energy,glcm_d7_a0_homogeneity,glcm_d7_a45_contrast,glcm_d7_a45_correlation,glcm_d7_a45_energy,glcm_d7_a45_homogeneity,glcm_d7_a90_contrast,glcm_d7_a90_correlation,glcm_d7_a90_energy,glcm_d7_a90_homogeneity,glcm_d7_a135_contrast,glcm_d7_a135_correlation,glcm_d7_a135_energy,glcm_d7_a135_homogeneity,class
56.53328875623291,0.995007487721074,0.050424585534431424,0.354714302838584,103.95847025346006,0.990768884964829,0.052422047987895556,0.3720326109531781,55.633263263439346,0.9950952411381753,0.050817301070358735,0.3598778100428348,103.37761983631258,0.9908204641548463,0.05244090133115007,0.3723035786730229,285.9621070518267,0.9743777550187873,0.04932930592104743,0.34234001891124044,300.64788085234227,0.9729577968060221,0.050812040702287536,0.35647324396562746,245.98712210737966,0.9780736891327053,0.051189249759463026,0.3642125606990349,299.3636393759858,0.9730732929478828,0.05058742160188496,0.35395120582915784,810.805857616034,0.9251161332962778,0.04812810299520249,0.3321941847804826,1009.4774960323828,0.9054396204120616,0.0466374028806145,0.31383251964478026,706.5779188537381,0.935571982483398,0.04962560189235849,0.34820701067894144,1006.5808769771215,0.9057108718947017,0.046776196349415676,0.31558233422641785,sano
58.35271190802454,0.9948347964731307,0.0515911501086114,0.354880446217489,107.82623184064697,0.9904026665006,0.05354309244454609,0.3723693058791422,58.15638852730089,0.9948607184792788,0.051906090322031716,0.35946928010420304,107.94283492938887,0.9903922892722634,0.05354643823971466,0.37223285434709963,293.1136744309216,0.9736740416877299,0.05045894243803807,0.34210328360225994,307.54635041817437,0.9722692105108818,0.05192610642628097,0.355151410392436,249.73514665937637,0.9776848653143959,0.05234595135154263,0.3646299255341821,308.30699033758793,0.9722006252317348,0.05171218709312666,0.3532750265884791,828.7160095879365,0.9232680123288693,0.04930804459133274,0.33109087571353646,1019.9941065282906,0.9041924898228633,0.047808402312407246,0.3140834653863369,703.7484838274933,0.9356587770111048,0.05063403404652592,0.348547702230651,1022.5868774407534,0.9039489388195514,0.047857683017596374,0.3148193435413945,sano
0.2860486139674426,-2.199532819229196e-06,0.9999956009488753,0.9999956010116882,0.28643103190055413,-2.2024733776030485e-06,0.9999955950677974,0.9999955951306877,0.28595992822966504,-2.1988508805298343e-06,0.9999956023127438,0.9999956023755385,0.28643103190055413,-2.2024733776030485e-06,0.9999955950677974,0.9999955951306877,0.2869942292202275,-2.2068040181487565e-06,0.9999955864065736,0.999995586469578,0.2872877649210704,-2.209061126930443e-06,0.9999955818923859,0.9999955819554499,0.286726576830817,-2.2047459361020535e-06,0.9999955905227105,0.9999955905856607,0.2872877649210704,-2.209061126930443e-06,0.9999955818923859,0.9999955819554499,0.28890434056279146,-2.221491598318774e-06,0.9999955570316085,0.9999955570949994,0.28988123896645807,-2.229003345734023e-06,0.999995542008214,0.9999955420718026,0.28827227266278904,-2.2166313852837847e-06,0.9999955667519698,0.9999955668152329,0.28988123896645807,-2.229003345734023e-06,0.999995542008214,0.9999955420718026,sano
0.2860486139674426,-2.199532819229196e-06,0.9999956009488753,0.9999956010116882,0.28643103190055413,-2.2024733776030485e-06,0.9999955950677974,0.9999955951306877,0.28595992822966504,-2.1988508805298343e-06,0.9999956023127438,0.9999956023755385,0.28643103190055413,-2.2024733776030485e-06,0.9999955950677974,0.9999955951306877,0.2869942292202275,-2.2068040181487565e-06,0.9999955864065736,0.999995586469578,0.2872877649210704,-2.209061126930443e-06,0.9999955818923859,0.9999955819554499,0.286726576830817,-2.2047459361020535e-06,0.9999955905227105,0.9999955905856607,0.2872877649210704,-2.209061126930443e-06,0.9999955818923859,0.9999955819554499,0.28890434056279146,-2.221491598318774e-06,0.9999955570316085,0.9999955570949994,0.28988123896645807,-2.229003345734023e-06,0.999995542008214,0.9999955420718026,0.28827227266278904,-2.2166313852837847e-06,0.9999955667519698,0.9999955668152329,0.28988123896645807,-2.229003345734023e-06,0.999995542008214,0.9999955420718026,sano
0.2860486139674426,-2.199532819229196e-06,0.9999956009488753,0.9999956010116882,0.28643103190055413,-2.2024733776030485e-06,0.9999955950677974,0.9999955951306877,0.28595992822966504,-2.1988508805298343e-06,0.9999956023127438,0.9999956023755385,0.28643103190055413,-2.2024733776030485e-06,0.9999955950677974,0.9999955951306877,0.2869942292202275,-2.2068040181487565e-06,0.9999955864065736,0.999995586469578,0.2872877649210704,-2.209061126930443e-06,0.9999955818923859,0.9999955819554499,0.286726576830817,-2.2047459361020535e-06,0.9999955905227105,0.9999955905856607,0.2872877649210704,-2.209061126930443e-06,0.9999955818923859,0.9999955819554499,0.28890434056279146,-2.221491598318774e-06,0.9999955570316085,0.9999955570949994,0.28988123896645807,-2.229003345734023e-06,0.999995542008214,0.9999955420718026,0.28827227266278904,-2.2166313852837847e-06,0.9999955667519698,0.9999955668152329,0.28988123896645807,-2.229003345734023e-06,0.999995542008214,0.9999955420718026,sano
58.29848034611773,0.9948941605302993,0.05061667051312189,0.3559961416346632,110.84444185042597,0.9902389678806475,0.05252492219099002,0.3741409893814444,60.91670111525472,0.9946737893022802,0.05095625327096778,0.3613660610695565,110.51817697275109,0.9902676989772701,0.052550152639983534,0.3740956063689752,293.58487018504013,0.9739132888803893,0.0495298968646127,0.3428894741956752,313.5280616415056,0.9720335923465915,0.05092951023987723,0.3575873246945058,256.77568743826725,0.9773010780920777,0.051326149672736965,0.36630724014138294,313.1024494015667,0.9720715546712835,0.05068673849540052,0.35480721708263835,830.7985355959916,0.9239134126988443,0.0482869809569985,0.33351755803484,1033.0487325915226,0.9040401884919845,0.04680722058480469,0.31622546307742927,715.7711621329265,0.9352723881179557,0.04961913656101813,0.3498429291593792,1032.8424677686835,0.9040593426567112,0.046876823835978576,0.3171864915057579,sano
0.2860486139674426,-2.199532819229196e-06,0.9999956009488753,0.9999956010116882,0.28643103190055413,-2.2024733776030485e-06,0.9999955950677974,0.9999955951306877,0.28595992822966504,-2.1988508805298343e-06,0.9999956023127438,0.9999956023755385,0.28643103190055413,-2.2024733776030485e-06,0.9999955950677974,0.9999955951306877,0.2869942292202275,-2.2068040181487565e-06,0.9999955864065736,0.999995586469578,0.2872877649210704,-2.209061126930443e-06,0.9999955818923859,0.9999955819554499,0.286726576830817,-2.2047459361020535e-06,0.9999955905227105,0.9999955905856607,0.2872877649210704,-2.209061126930443e-06,0.9999955818923859,0.9999955819554499,0.28890434056279146,-2.221491598318774e-06,0.9999955570316085,0.9999955570949994,0.28988123896645807,-2.229003345734023e-06,0.999995542008214,0.9999955420718026,0.28827227266278904,-2.2166313852837847e-06,0.9999955667519698,0.9999955668152329,0.28988123896645807,-2.229003345734023e-06,0.999995542008214,0.9999955420718026,sano
56.73927235215322,0.9950019741003028,0.05031003942659995,0.35540840900112863,105.51147706349278,0.9906544338326578,0.052160158334054046,0.37196067299258095,56.84887331128624,0.995000704460796,0.050632212407997895,0.3593869803332181,104.63202036842894,0.9907323288724169,0.052153288358781504,0.37189139232127155,286.30298248904876,0.9744111054288451,0.04918930614574039,0.3423672972122662,302.9709332379021,0.9728155314741651,0.05047567712942608,0.3540453072904802,248.2234946027939,0.9779282572553516,0.05098089402928859,0.3635427046630935,300.60437128050154,0.9730278707087291,0.05022264663442011,0.35167063570687795,814.3270139442718,0.9249729954561628,0.047977348077955236,0.3312294991756197,1014.8940445621356,0.9051460440221112,0.04640310220941434,0.312800194455168,709.7476814087104,0.9354302885416621,0.04934298107676771,0.34673288734903945,1008.9800816705007,0.9056987407646501,0.0465279167667462,0.3144430956110379,sano
57.66327206181553,0.9949783127385659,0.05047444544025423,0.35564786796182346,110.51125461417158,0.9903230903416013,0.05239786198177985,0.3732646277830363,61.06338833380242,0.9946910136941731,0.05084202678561375,0.3604011646865218,109.86814701917912,0.9903794040169753,0.05244723772463105,0.37350263533907396,290.9127034392965,0.974296847358176,0.049411613143458565,0.3435555562590452,311.4578732973699,0.9723743411475599,0.050749734182431554,0.35658545851785606,254.6114055665303,0.9776188052275928,0.05118406622776385,0.3649382945349635,309.7377938597072,0.9725269143875243,0.050492904242734546,0.35403332001765525,826.5243197252466,0.9247359940530796,0.04813008087877446,0.3332384659813346,1026.572054601544,0.9051795466090724,0.04665331593929451,0.3155049391059474,709.136156281033,0.9362294743808536,0.04945152141791348,0.3475595079297232,1022.0194234918599,0.905600097798043,0.046674147913640295,0.31565003062624714,sano
0.2860486139674426,-2.199532819229196e-06,0.9999956009488753,0.9999956010116882,0.28643103190055413,-2.2024733776030485e-06,0.9999955950677974,0.9999955951306877,0.28595992822966504,-2.1988508805298343e-06,0.9999956023127438,0.9999956023755385,0.28643103190055413,-2.2024733776030485e-06,0.9999955950677974,0.9999955951306877,0.2869942292202275,-2.2068040181487565e-06,0.9999955864065736,0.999995586469578,0.2872877649210704,-2.209061126930443e-06,0.9999955818923859,0.9999955819554499,0.286726576830817,-2.2047459361020535e-06,0.9999955905227105,0.9999955905856607,0.2872877649210704,-2.209061126930443e-06,0.9999955818923859,0.9999955819554499,0.28890434056279146,-2.221491598318774e-06,0.9999955570316085,0.9999955570949994,0.28988123896645807,-2.229003345734023e-06,0.999995542008214,0.9999955420718026,0.28827227266278904,-2.2166313852837847e-06,0.9999955667519698,0.9999955668152329,0.28988123896645807,-2.229003345734023e-06,0.999995542008214,0.9999955420718026,sano
