Classifier,Accuracy,Precision,Recall,F1_Score,AUC_Score,CV_Score,Best_Params,Supports_Probability
KNN_Fine,0.8619828815977175,0.8633262354228968,0.8619828815977175,0.8623315656079195,0.9466775225325142,0.8642533436366406,"{'clf__n_neighbors': 3, 'clf__weights': 'uniform'}",True
KNN_Minkowski,0.8687589158345221,0.8685867782594368,0.8687589158345221,0.8686358564551315,0.9673280452217231,0.8657692501957722,"{'clf__n_neighbors': 10, 'clf__p': 3, 'clf__weights': 'distance'}",True
KNN_Weighted,0.8684022824536377,0.8685190429177677,0.8684022824536377,0.8684072988455263,0.9600121959967521,0.8652342524249296,"{'clf__n_neighbors': 5, 'clf__weights': 'distance'}",True
KNN_Medium,0.87339514978602,0.8733174073160886,0.87339514978602,0.8733140059744398,0.9676037238426459,0.8638966386852068,"{'clf__n_neighbors': 10, 'clf__weights': 'distance'}",True
