Classifier,Accuracy,Precision,Recall,F1_Score,AUC_Score,CV_Score,Best_Params,Supports_Probability
Naive_Bayes_Gaussian,0.4429386590584879,0.4910346277566145,0.4429386590584879,0.41990456904762474,0.6636942130764895,0.4546037369506797,{'clf__var_smoothing': 1e-09},True
LDA,0.5035663338088445,0.49616417093295745,0.5035663338088445,0.4879114801663333,0.7129597314616779,0.49116832106865915,"{'clf__shrinkage': 'auto', 'clf__solver': 'lsqr'}",True
KNN_Cosine,0.8141940085592011,0.8153797839413088,0.8141940085592011,0.81400022734039,0.9437942166886107,0.816001174036143,"{'clf__n_neighbors': 10, 'clf__weights': 'distance'}",True
