generation,best_fitness,avg_fitness,worst_fitness,best_individual,best_feature_count,best_features
10,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
11,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
12,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
13,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
14,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
15,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
16,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
17,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
18,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
19,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
20,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
21,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
22,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
23,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
24,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
25,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
26,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
27,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
28,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
29,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
30,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
31,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
32,0.854113753559609,0.8136151975605912,0.6502026732343057,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",22,"['feature_0', 'feature_3', 'feature_4', 'feature_5', 'feature_10', 'feature_11', 'feature_13', 'feature_14', 'feature_16', 'feature_18', 'feature_19', 'feature_20', 'feature_21', 'feature_22', 'feature_24', 'feature_26', 'feature_28', 'feature_29', 'feature_30', 'feature_31', 'feature_32', 'feature_35']"
